a	vocal baja central.
warnuqaña	<span foreground="#228B22">verbo transitivo.</span> Derramar líquidos o gramíneas al piso.
warnuqtaña	<span foreground="#228B22">figurado.</span> Echar o brotar las flores de un sembradío.
warpuña	<span foreground="#228B22">verbo transitivo.</span> Rodear con la soga a las llamas por el cuello.
warqa	<span foreground="#228B22">sustantivo.</span> Huraño. Salvaje.
warsuña	<span foreground="#228B22">verbo transitivo.</span> Derramar de adentro hacia afuera líquidos objetos menudos.
wartaña	<span foreground="#228B22">verbo transitivo.</span> Verter. Derramar, dejar caer líquidos o sustancias.
waru	<span foreground="#228B22">adjetivo y sustantivo.</span> Longitud. Largo. Largor.
waru	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Cruel <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>. <span foreground="#228B22">Sinón:</span> <i>tallami, jach'a uri.</i>
waru	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Alto u hondo <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
waruchaña	<span foreground="#228B22">verbo transitivo.</span> Alargar. Estirar, dar mayor longitud.
waruchata	<span foreground="#228B22">adjetivo.</span> Listado, -da. Que forma o tiene listas. <span foreground="#228B22">Sinón:</span> <i>suk'u.</i>
waruchiri	<span foreground="#228B22">sustantivo.</span> El que hace rayas grandes a lo largo.
waruriña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo intransitivo.</span> Cantar <span foreground="#696969">(Fuente: Educación Bilingüe/Puno, Diccionario Aymara-Castellano, Lima 1984)</span>. Cantar sin palabras.
warüru	<span foreground="#228B22">adverbio.</span> Anteayer. <span foreground="#228B22">Sinón:</span> <i>walüru.</i>
warusa	<span foreground="#228B22">adjetivo.</span> Color entre plomo y castaño. Pardo.
warwaku	<span foreground="#228B22">sustantivo.</span> Colgador dentro de la casa.
warxata	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Comida típica de carne de chancho <span foreground="#696969">(Fuente: Educación Bilingüe/Puno, Diccionario Aymara-Castellano, Lima 1984)</span>.
warxataña	<span foreground="#228B22">verbo transitivo.</span> Derramar. Echar sobre alguien o sobre alguna cosa objetos o líquidos.
wasa	<span foreground="#228B22">adjetivo.</span> Baldío, a. Aplícase al terreno sin cultivar. <span foreground="#228B22">Sinón:</span> <i>inüja, puruma.</i>
wasa	<span foreground="#228B22">sustantivo.</span> Vacío. Desierto.
wasachaña	<span foreground="#228B22">verbo transitivo.</span> Vaciar. Desocupar.
wasära	<span foreground="#228B22">sustantivo.</span> Páramo. Terreno yermo. <span foreground="#228B22">Sinón:</span> <i>ch'usawja, ch'usa uraqi, suni.</i>
wasära	<span foreground="#228B22">sustantivo.</span> <span foreground="#228B22">adjetivo.</span> Desierto, -ta. Despoblado, inhabitado.
wasärma	<span foreground="#228B22">adverbio.</span> Ayer por la noche.
wasärmanthi	<span foreground="#228B22">adverbio.</span> Ayer en la mañana.
wasayp'u	<span foreground="#228B22">adverbio.</span> Ayer en la tarde. <span foreground="#228B22">Sinón:</span> <i>walayp'u.</i>
wasitata	<span foreground="#228B22">adverbio.</span> De nuevo. Otra vez.
wasüru	<span foreground="#228B22">adverbio.</span> Ayer. <span foreground="#228B22">Sinón:</span> <i>masuru.</i>
wat'a	<span foreground="#228B22">sustantivo.</span> Isla. Tierra rodeada de agua.
wat'aña	<span foreground="#228B22">sustantivo.</span> Extremo donde quedan los pies en la cama.
wat'jtaña	<span foreground="#228B22">verbo intransitivo.</span> <span foreground="#228B22">figurado.</span> Despertar del sueño <span foreground="#660099">(Aroma)</span>.
wata	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo y sustantivo.</span> Hermana mayor <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
wataña	<span foreground="#228B22">verbo transitivo.</span> Zurcir. Acción de zurcir. Remendar. Reforzar lo viejo o roto con algún remiendo juntando los pedazos con puntadas de modo que la unión resulte disimulada.
watata	<span foreground="#228B22">sustantivo.</span> Remiendo. Pedazo de paño u otra tela, que se cose a lo que está viejo o roto.
wati	<span foreground="#228B22">sustantivo.</span> Disparate. <span foreground="#228B22">Sinón:</span> <i>qhincha, jalla.</i>
wati	<span foreground="#228B22">sustantivo.</span> Mal agüero. Suerte adversa.
watiqaña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo transitivo.</span> Tentar <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>. Acción de mostrar un disparate.
watüta	<span foreground="#660099">proviene de</span> wata uta. <span foreground="#228B22">sustantivo.</span> Cárcel <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>
wathiya	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Cocimiento de papas, ocas y carne envuelta en hojas y enterradas en horno candente, hecho de piedras <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
wat'a	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Península.
wawa phaxsi	<span foreground="#228B22">sustantivo.</span> Luna nueva, luna niña.
wawa	<span foreground="#228B22">adjetivo y sustantivo.</span> Guagua <span foreground="#660099">(de aymara-quechua)</span>. Bebé. Párvulo, -la. Niño, ña pequeño, -ña.
wawachaña	<span foreground="#228B22">verbo intransitivo.</span> Alumbrar. Parir la mujer. <span foreground="#228B22">Sinón:</span> <i>usuña.</i>
wawaptaña	<span foreground="#228B22">verbo intransitivo.</span> Chochear. Volver a la infancia un viejo. <span foreground="#228B22">Sinón:</span> <i>thawthiña.</i>
wawqi	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Amigo <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>. <span foreground="#228B22">Sinón:</span> <i>q'uchumasi.</i>
wawsa	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Cerdo castrado <span foreground="#696969">(Fuente: Educación Bilingüe/Puno, Diccionario Aymara-Castellano, Lima 1984)</span>. <span foreground="#228B22">Sinón:</span> <i>k'ura.</i>
wawsachaña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo transitivo.</span> Capar, castrar <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
wawt'ata	<span foreground="#228B22">participio pasivo.</span> <span foreground="#228B22">figurado.</span> Aniñado, -da.
waxlliña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo transitivo.</span> Deshacer, arruinar, destruir.
waxlliña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo transitivo.</span> Desconcertar <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
waxlliri	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo y sustantivo.</span> Viuda o mujer desamparada por su marido <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
waxra	<span foreground="#228B22">sustantivo.</span> Asta. Cuerno. Cornamenta. Cuernos de una animal.
waxra	<span foreground="#228B22">figurado.</span> Negativa en dar. Nada al que tiene ganas de recibirlo. <span foreground="#228B22">Ejem:</span> <i>Waxra churäxa</i>. No le voy a dar.
waxraña	<span foreground="#228B22">verbo transitivo.</span> Cornear.
waxrani	<span foreground="#228B22">adjetivo.</span> Cornudo, -da.
waxraña	<span foreground="#228B22">verbo transitivo.</span> Cornear.
waxt'a	<span foreground="#228B22">sustantivo.</span> Ritual. Acto ceremonial. Sacrificio. Ofrenda que da a la <i>Pacha Mama</i> y <i>wak'a</i><span foreground="#228B22">sustantivo.</span> <i>Waxt'a, wilancha, ch'alla, llumpaqa, millucha, q'uwacha</i>. <span foreground="#228B22">Sinón:</span> <i>kuchu, luqta.</i>
waxt'a	<span foreground="#228B22">sustantivo.</span> Obsequio. Regalo. Dádiva. Don, regalo.
waxt'aña	<span foreground="#228B22">verbo transitivo.</span> Regalar. Obsequiar. Agasajar con atenciones o regalos.
waxt'aña	<span foreground="#228B22">verbo transitivo.</span> Dar limosna. Lo que se da por caridad para socorrer una necesidad.
waxt'aña	<span foreground="#228B22">verbo transitivo.</span> <span foreground="#228B22">figurado.</span> Vender a un precio muy bajo o barato.
waxt'ayaña	Hacer celebrar rito. <span foreground="#228B22">Sinón:</span> <i>luqtayaña.</i>
waxt'jaña	<span foreground="#228B22">verbo transitivo.</span> Baratear.
waxwaku	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo y sustantivo.</span> Comilón, que come mucho <span foreground="#696969">(Fuentes: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984; Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
waych'a	<span foreground="#228B22">sustantivo.</span> Planta con abundantes flores amarillas que crecen en los lados de los caminos carreteros; es uno de los indicadores de la siembra. <span foreground="#228B22">Sinón:</span> <i>qariwa <span foreground="#660099">(Camacho)</span>.</i>
wayki	<span foreground="#228B22">adjetivo y sustantivo.</span> Mestizo <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
waykuña	<span foreground="#228B22">verbo transitivo.</span> Teñir <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
waykhi	<span foreground="#228B22">adjetivo.</span> Malo <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>. <span foreground="#228B22">Sinón:</span> <i>jamqu.</i>
waykhich'aya	<span foreground="#228B22">adjetivo.</span> Elegítimo o bastardo <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
wayaqa	Guayaca <span foreground="#660099">(de aymara)</span>. Taleguilla. <span foreground="#228B22">sustantivo.</span> Bolsa. Talega o saco de tela u otra materia flexible, que sirve para llevar o guardar alguna cosa. <span foreground="#228B22">Sinón:</span> <i>kapachu.</i>
wayaqa	<span foreground="#228B22">sustantivo.</span> Una especie de morral o bolsa un poco más grande. <span foreground="#228B22">Sinón:</span> <i>kapachu.</i>
wayita	<span foreground="#660099">(de castellano)</span>. <span foreground="#228B22">sustantivo.</span> Bayeta. Tela de lana, floja y poco tupida.
wayka	<span foreground="#228B22">figurado.</span> Cosas que se venden a la mano o muy rápidamente.
wayka	<span foreground="#228B22">sustantivo.</span> Tierra en común que daban los patrones a sus colonos.
waykaña	<span foreground="#228B22">verbo transitivo.</span> Entrometerse y defender en una pelea a uno de ellos.
waykataña	<span foreground="#228B22">verbo intransitivo.</span> <span foreground="#228B22">figurado.</span> Izar. Levantar la bandera.
waykataña	<span foreground="#228B22">verbo intransitivo.</span> <span foreground="#228B22">figurado.</span> Subir algo con una cuerda.
waykataña	<span foreground="#228B22">verbo intransitivo.</span> Adosar con una cosa con asa flexible o con cosa parecida.
wayku	<span foreground="#228B22">sustantivo.</span> Codorniz <span foreground="#660099">(Yungas)</span>.
waykuña	<span foreground="#228B22">verbo transitivo.</span> Teñir <span foreground="#696969">(Fuente: Juan Luis Ayala Loayza, Diccionario Español-Aymara, Aymara-Español, Lima, 1988)</span>.
wayk'a	<span foreground="#228B22">sustantivo.</span> Ají. (Nombre genérico).
wayk'iña	<span foreground="#228B22">sustantivo.</span> Piedra redonda utilizada para moler ají. <span foreground="#228B22">Sinón:</span> <i>wayk'a k'iyaña qala.</i>
wayk'u	<span foreground="#228B22">sustantivo.</span> Quebrada, abertura estrecha entre dos montañas <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
wayk'uña	<span foreground="#228B22">verbo transitivo.</span> Teñir lanas o mantas con colorantes naturales y tinturas extranjeras <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
wayk'uri	<span foreground="#228B22">adjetivo.</span> Tintorera. Persona que tiñe.
waylla	<span foreground="#228B22">sustantivo.</span> Una variedad de paja suave que crece especialmente en los ríos.
wayllaqa	<span foreground="#228B22">sustantivo.</span> Alar. Alero de la pared de casa, generalmente es de piedra plana y caída de paja.
wayllanchu	<span foreground="#228B22">sustantivo y adjetivo.</span> Habitante del valle.
waylluña	<span foreground="#228B22">verbo transitivo.</span> Amar tiernamente.
wayllüta	<span foreground="#660099">proviene de</span> waylluña uta. <span foreground="#228B22">sustantivo.</span> Ramada, casa del amor o matrimonio <span foreground="#660099">(Ingavi)</span>.
waylluña	<span foreground="#228B22">verbo transitivo.</span> Enamorar.
waylluña	<span foreground="#228B22">verbo transitivo.</span> Cantar.
waylluña	<span foreground="#228B22">verbo transitivo.</span> y <span foreground="#228B22">verbo intransitivo.</span> Amar profundamente.
wayllunk'asiña	<span foreground="#228B22">pronominal.</span> Colgarse en la pared, en las ramas de un árbol o en alguna cosa parecida.
waylunkiña	<span foreground="#228B22">verbo intransitivo.</span> Balancear. Columpiar, mecer. <span foreground="#228B22">Sinón:</span> <i>aytinkiña, aylinkiña.</i>
wayna	<span foreground="#228B22">adjetivo.</span> Mocetón. Hombre joven alto y corpulento.
wayna	<span foreground="#228B22">adjetivo.</span> Soltero.
waynaptäña	<span foreground="#228B22">verbo transitivo.</span> Rejuvenecer. Remozar. <span foreground="#228B22">Sinón:</span> <i>waynaptayaña, waynatatayaña.</i>
waynaqaña	<span foreground="#228B22">verbo transitivo.</span> Manejar una cosa con asa.
waynaqaña	<span foreground="#228B22">verbo transitivo.</span> Arrastrar a una persona de la ropa o del brazo.
waynaqataña	<span foreground="#228B22">verbo intransitivo.</span> Forcejar. Forcejear. <span foreground="#228B22">Sinón:</span> <i>q'iwisiña.</i>
waynu	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo y sustantivo.</span> Amigo, que tiene amistad, compañero, familiar <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>. <span foreground="#228B22">Sinón:</span> <i>wayñu.</i>
waynuqaña	<span foreground="#228B22">verbo transitivo.</span> Colegir una cosa con asa movible al suelo.
wayñu	<span foreground="#228B22">sustantivo.</span> Guaiño. <span foreground="#660099">(de aymara-quechua)</span>. Canción de amor.
wayñu	<span foreground="#228B22">sustantivo.</span> Danza y música amorosa, alegre y otras veces triste, que se baila muy movido, tomándose de las manos entre varon y mujer.
wayñu	<span foreground="#228B22">sustantivo.</span> Amigo, compañero <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
wayñu	<span foreground="#228B22">sustantivo.</span> Poeta, cantor.
wayñuña	<span foreground="#228B22">verbo intransitivo.</span> Cantar.
wayra	<span foreground="#228B22">sustantivo.</span> Guaira <span foreground="#660099">(de aymara)</span>. Remolino de viento cuando es poco y gira a la izquierda. <span foreground="#228B22">Sinón:</span> <i>waywa.</i>
wayra	<span foreground="#228B22">sustantivo.</span> Ventarrón. Viento que sopla con mucha fuerza. <span foreground="#228B22">Sinón:</span> <i>waywa.</i>
wayrunq'u	<span foreground="#228B22">sustantivo.</span> Avispa negra y grande. Abeja grande.
wayruru	<span foreground="#228B22">sustantivo.</span> Una semilla con hermosos colores rojo y negro.
waysuña	<span foreground="#228B22">verbo transitivo.</span> Desatascar. Sacar de un atollado. <span foreground="#228B22">Sinón:</span> <i>apsuña.</i>
waysuña	<span foreground="#228B22">verbo transitivo.</span> Extraer afuera una cosa con asa movible o parecido.
wayt'aña	<span foreground="#228B22">verbo transitivo.</span> Exigir. Cobrar. <span foreground="#228B22">Sinón:</span> <i>mayiña.</i>
wayt'aña	<span foreground="#228B22">verbo transitivo.</span> <span foreground="#228B22">figurado.</span> Obligar. Obligar una ley o precepto.
wayt'iña	<span foreground="#228B22">verbo transitivo.</span> Ahorcar. Colgar <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
wayta	<span foreground="#228B22">sustantivo.</span> Plumaje, flor y cualquier cosa que se pone en lugar de penacho <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
waytaña	<span foreground="#228B22">verbo transitivo.</span> Alzar un balde, una canasta, que tiene asa flexible, o una bolsa, un saco con mitad de contenido.
waythapiña	<span foreground="#228B22">verbo transitivo.</span> Capturar. Aprehender, agarrar. <span foreground="#228B22">Sinón:</span> <i>katuña, katjaña.</i>
waythapiña	<span foreground="#228B22">verbo transitivo.</span> Juntar dos objetos con asa movible.
wayu wayu	<span foreground="#228B22">adjetivo.</span> Racimos. Que tiene muchos racimos.
wayu	<span foreground="#228B22">sustantivo.</span> Racimo, conjunto de frutas o flores.
wayumuchuña	<span foreground="#228B22">verbo transitivo.</span> Abandonar una cosa con asa.
wayumuchuña	<span foreground="#228B22">verbo transitivo.</span> Alejar a la fuerza a una persona.
wayuña	<span foreground="#228B22">sustantivo.</span> Asa. Asidero, parte saliente de una vasija que sirve para asir. <span foreground="#228B22">Sinón:</span> <i>katuña.</i>
wayuña	<span foreground="#228B22">verbo transitivo.</span> Llevar a una cosa de la asa.
wayuña	<span foreground="#228B22">verbo transitivo.</span> Llevar a una persona a la fuerza.
wayuniña	<span foreground="#228B22">verbo transitivo.</span> Traer cosas sin o con asas, de acuerdo a las clases de objetos.
wayuntaña	<span foreground="#228B22">verbo transitivo.</span> Introducir una cosa con asa.
wayuraña	<span foreground="#228B22">verbo transitivo.</span> Arrebatar una cosa con asa movible.
wayuraña	<span foreground="#228B22">verbo transitivo.</span> Quitar una persona de alguien que lo tuvo detenido.
waywa	<span foreground="#228B22">sustantivo.</span> Remolino, torbellino de aire, polvo, agua, que se forma en espirales. <span foreground="#228B22">Sinón:</span> <i>wayra.</i>
wichi	<span foreground="#228B22">sustantivo.</span> Bola de piedra del tamaño de una papa no muy grande que se pone al extremo del laque <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
wichi	<span foreground="#228B22">sustantivo.</span> Lazo trenzado largo y delgado para abotonar en un extremo, y donde colocan piedras o trozos de fierro muy filos, en forma de estrellas, que se arrojan dando impulso para que el adversario sufra las consecuencias aún sangrientas <span foreground="#696969">(Fuente: Pedro Miranda, Diccionario Breve Aymara-Castellano y Castellano-Aymara, La Paz, 1970)</span>.
wichiqiña	<span foreground="#228B22">verbo intransitivo.</span> Patalear.
wichi	<span foreground="#228B22">sustantivo.</span> Trenzado con caítos de color, en forma de la honda, tiene lugares donde se acomoda un membrillo o <i>lujma</i>, para con ello darse golpes, esto se hace celebrando la fiesta de carnavales <span foreground="#696969">(Fuente: Pedro Miranda, Diccionario Breve Aymara-Castellano y Castellano-Aymara, La Paz, 1970)</span>.
wich'kata	<span foreground="#228B22">sustantivo.</span> Palo o madera que sirve para asegurar y apretar la trama al tejer en estacas.
wich'kataña	<span foreground="#228B22">verbo transitivo.</span> Apretar la trama al tejer con la <i>wich'uña</i>.
wich'u	<span foreground="#228B22">sustantivo.</span> Diarrea. <span foreground="#228B22">Sinón:</span> <i>ayka ayka, kursiya.</i>
wich'u	<span foreground="#228B22">sustantivo.</span> Tibia.
wich'uña	<span foreground="#228B22">sustantivo.</span> Instrumento labrado de la canilla. <span foreground="#228B22">verbo transitivo.</span> Sangrar de un golpe. Ensangrentar.
wik'uña	<span foreground="#660099">(de aymara-quechua)</span> <span foreground="#228B22">sustantivo.</span> Vicuña. Ver <i>Vari</i>.
wikhaña	<span foreground="#228B22">verbo transitivo.</span> Repelar o arrancar pelos o plumas. <span foreground="#228B22">Sinón:</span> <i>lliphiña.</i>
wikhaña	<span foreground="#228B22">verbo transitivo.</span> Rasgar. Romper, desgarrar.
wikhanuqaña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo transitivo.</span> Despedazar. Hacer pedazos.
wikhaqaña	<span foreground="#228B22">verbo transitivo.</span> Desgajar la rama de árbol. <span foreground="#228B22">Sinón:</span> <i>qhaqhaqaña, qhaqharaña.</i>
wikharaña	<span foreground="#228B22">verbo transitivo.</span> Rasgar ropas o parte del cuerpo.
wikharaña	<span foreground="#228B22">verbo transitivo.</span> Arrancar las ramas de las plantas.
wikhsuña	<span foreground="#228B22">verbo transitivo.</span> Arrancar. Sacar de raíz con violencia. <span foreground="#228B22">Sinón:</span> <i>wikharaña, jik'suña, jik'iraña.</i>
wiku	<span foreground="#228B22">sustantivo.</span> Jeme.
wikuchaña	<span foreground="#228B22">verbo transitivo.</span> Apuntar. Señalar con el dedo. Mostrar con índice.
wila imilla	<span foreground="#228B22">sustantivo.</span> Papa de forma esférica de color rojo del grupo <i>munta</i>.
wila pala	<span foreground="#228B22">sustantivo.</span> Papa aplanada de color rojo del grupo<i> munta</i>.
wila phiñu	<span foreground="#228B22">sustantivo.</span> Una variedad de papa, alargada, de tamaño regular y de color rojo, pertenece al grupo <i>qhini</i>.
wila	<span foreground="#228B22">sustantivo.</span> Sangre.
wila	<span foreground="#228B22">adjetivo.</span> <span foreground="#228B22">figurado.</span> Rojo. Carmesí.
wilachaña	<span foreground="#228B22">verbo transitivo.</span> Manchar con sangre.
wila masi	<span foreground="#228B22">adjetivo.</span> Pariente. De la misma sangre. Consanguíneo, -a.
wilanchaña	<span foreground="#228B22">verbo intransitivo.</span> Hacer un ritual con sangre, generalmente de llama, a bienes inmuebles.
wilaptaña	<span foreground="#228B22">pronominal.</span> Teñirse de rubor. Ruborizarse. <span foreground="#228B22">Sinón:</span> <i>juriptaña.</i>
wilaptayaña	<span foreground="#228B22">verbo transitivo.</span> Sonrojar. Hacer salir los colores al rostro diciendo o haciendo algo que cause vergüenza. <span foreground="#228B22">Sinón:</span> <i>juriptayaña.</i>
wilaqaña	<span foreground="#228B22">verbo transitivo.</span> Sangrar de un golpe. Ensangrentar.
wiluqu	<span foreground="#228B22">sustantivo.</span> Ave grande de color café y de cuello largo <span foreground="#660099">(Yungas)</span>.
williña	<span foreground="#228B22">verbo intransitivo.</span> Derramar. Esparcir.
willitataña	<span foreground="#228B22">verbo transitivo.</span> Dispersar. Diseminar, esparcir.
williqaña	<span foreground="#228B22">verbo transitivo.</span> Hacer caer a la nvez varias cosas.
willjaña	<span foreground="#228B22">verbo transitivo.</span> Esparcir granos o cosas como ropas.
willjta	<span foreground="#228B22">figurado.</span> <span foreground="#228B22">sustantivo.</span> Alba. Amanecer. Madrugada. El Comienzo de la aparición de un débil luz en el horizonte. <span foreground="#228B22">Sinón:</span> <i>qhantati, q'axatatta.</i>
willjtaña	<span foreground="#228B22">figurado.</span> <span foreground="#228B22">verbo intransitivo.</span> Clarear. Amanecer. Empezar a clarear el día.
willjtaña	<span foreground="#228B22">verbo intransitivo.</span> Madrugar habitualmente.
willka uru	Domingo. Del latín <i>dominicus</i>. Día del señor.
willka yuyu	<span foreground="#228B22">sustantivo.</span> Berro.
willka	<span foreground="#228B22">sustantivo.</span> Sol. Nombre antiguo del sol. <span foreground="#228B22">Sinón:</span> <i>inti.</i>
willka	<span foreground="#228B22">sustantivo.</span> Sol. “Antiguo nombre del Sol, cuando vivía entre los humanos, según el mito aymara” <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
willka kuti	<span foreground="#228B22">sustantivo.</span> El sol vuelve a renacer. Julio (véase mes o <i>phaxsi</i>).
willka kuti	<span foreground="#228B22">sustantivo.</span> Solsticio de invierno que ocurre el 21 de junio.
willkaparu	<span foreground="#228B22">sustantivo.</span> Una variedad de oca de color guindo.
willkaparu	<span foreground="#228B22">sustantivo.</span> Maíz de grano regular de color rojo y blanco, de buena calidad para hacer harina <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
willkaparu	<span foreground="#228B22">sustantivo.</span> Una variedad de maíz con granos de color café obscuros, es muy apreciada para la elaboración de chicha <span foreground="#696969">(Fuentes: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984; Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>. Una variedad de la oca, es de color guindo.
willk'i	<span foreground="#228B22">sustantivo.</span> Lo contrario de cima en los cerros.
willnuqaña	<span foreground="#228B22">verbo transitivo.</span> Arrojar al suelo una cosa larga o a alguien.
willstaña	<span foreground="#228B22">verbo transitivo.</span> Caer de alguna bolsa o del bulto muchas cosas o granos.
willsuña	<span foreground="#228B22">verbo transitivo.</span> Arrojar de adentro hacia afuera varias cosas.
willt'aña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo transitivo.</span> Arrojar a una dirección mucha fuerza <span foreground="#696969">(Fuentes: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984; Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
willthapiña	<span foreground="#228B22">verbo transitivo.</span> Colegir cosas esparcidas arrojando de todos los lados.
willullu	<span foreground="#228B22">adjetivo y sustantivo.</span> Pobre <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>. <span foreground="#228B22">Sinón:</span> <i>wajcha.</i>
willxataña	<span foreground="#228B22">verbo transitivo.</span> Agregar. Añadir arrojando con algunas cosas o productos.
winaña	<span foreground="#228B22">verbo transitivo.</span> Embolsar.
winaña	<span foreground="#228B22">sustantivo.</span> Bolsa.
winaraña	<span foreground="#228B22">verbo transitivo.</span> Embalar en bolsas.
wiña	<span foreground="#228B22">adjetivo.</span> Coetáneo, -a. Contemporáneo. <span foreground="#228B22">Sinón:</span> <i>mita.</i>
wiñaya	<span foreground="#228B22">adverbio.</span> Perpetuamente. Perdurablemente. <span foreground="#228B22">Sinón:</span> <i>wiñayapuni.</i>
wiñaya	<span foreground="#228B22">adverbio.</span> Perpetuo, -tua. Sempiterno, -na. Eterno. Que dura mucho.
wiñaya	<span foreground="#228B22">adverbio.</span> Siempre.
wiñaypacha	<span foreground="#228B22">adverbio.</span> Eternamente.
wincha	<span foreground="#228B22">sustantivo.</span> Vincha. <span foreground="#660099">(de aymara-quechua)</span>. Cinta tejida primorosamente para ceñirse la frente y cabellos.
winkt'aña	<span foreground="#228B22">pronominal.</span> Echarse al piso o suelo. <span foreground="#228B22">Sinón:</span> <i>jaqutataña, liwitattaña.</i>
winkuña	<span foreground="#228B22">verbo intransitivo.</span> Echar el cuerpo atrá<span foreground="#228B22">sustantivo.</span>
winqalla	<span foreground="#228B22">sustantivo.</span> Banca de tierra puesta por los antiguos agricultores, en la parte de los cerros <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
winqalla	<span foreground="#228B22">sustantivo.</span> La parte más baja de un cerro <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
winqhaña	<span foreground="#228B22">verbo transitivo.</span> Atizar, alimentar el fuego <span foreground="#660099">(Aroma)</span>. <span foreground="#228B22">Sinón:</span> <i>phichaña.</i>
